qid,docid,docno,rank,score,query
Q3,76,1851722418638798923,67,4.88735819437413,supreme leader Iran
Q3,156,1938512725446980059,68,4.856553335328658,supreme leader Iran
Q3,913,2042049857662148959,69,4.856553335328658,supreme leader Iran
Q3,924,2042143766983614481,70,4.856553335328658,supreme leader Iran
Q3,928,2042163101403951467,71,4.856553335328658,supreme leader Iran
Q3,980,2042522040100622762,72,4.856553335328658,supreme leader Iran
Q3,207,2012611071631069271,73,4.8389334098325385,supreme leader Iran
Q3,677,2040967513471844629,74,4.828729194263146,supreme leader Iran
Q3,693,2041113384348000301,75,4.828729194263146,supreme leader Iran
Q3,1104,2043576548951986377,76,4.828729194263146,supreme leader Iran
Q3,1005,2042891057701228567,77,4.803646484997805,supreme leader Iran
Q3,1798,2047394723615191461,78,4.803646484997805,supreme leader Iran
Q3,1799,2047395019049562324,79,4.803646484997805,supreme leader Iran
Q3,1801,2047396765645635915,80,4.803646484997805,supreme leader Iran
Q3,1804,2047400916400341040,81,4.803646484997805,supreme leader Iran
Q3,1237,2044802741663371609,82,4.791442017287171,supreme leader Iran
Q3,1531,2046639235474829577,83,4.791442017287171,supreme leader Iran
Q3,237,2020463779293634874,84,4.751879937146689,supreme leader Iran
Q3,243,2023808410979103086,85,4.751879937146689,supreme leader Iran
Q3,1087,2043386242407227871,86,4.744886111233768,supreme leader Iran
Q3,105,1924347769172496806,87,4.701217219374823,supreme leader Iran
Q3,745,2041353740163117314,88,4.701217219374823,supreme leader Iran
Q3,962,2042338557638152358,89,4.701217219374823,supreme leader Iran
Q3,791,2041526085691576715,90,4.699238046436212,supreme leader Iran
Q3,981,2042532690545787327,91,4.698594662568056,supreme leader Iran
Q3,986,2042618286785880561,92,4.656817094384635,supreme leader Iran
Q3,1013,2042958868314034550,93,4.654471264259666,supreme leader Iran
Q3,1528,2046638153566671194,94,4.654471264259666,supreme leader Iran
Q3,1551,2046659752806191603,95,4.654471264259666,supreme leader Iran
Q3,1562,2046672763143012425,96,4.654471264259666,supreme leader Iran
Q3,70,1850490823873298639,97,4.651623398292257,supreme leader Iran
Q3,73,1850758670176378956,98,4.651623398292257,supreme leader Iran
Q3,977,2042495007136096328,99,4.651623398292257,supreme leader Iran
Q4,624,2040366113784004635,0,8.061849862138123,US bases attack Iran
Q4,1203,2044483418298151413,1,7.813005885172652,US bases attack Iran
Q4,655,2040755876144017464,2,7.608263828563383,US bases attack Iran
Q4,736,2041287377302467039,3,7.3587244745873654,US bases attack Iran
Q4,910,2041994645157159342,4,7.3587244745873654,US bases attack Iran
Q4,911,2042016192261415250,5,7.3587244745873654,US bases attack Iran
Q4,578,2039528544825647122,6,7.268421168504817,US bases attack Iran
Q4,682,2041031636561891730,7,7.172417420144905,US bases attack Iran
Q4,798,2041562899844333831,8,7.150834500392843,US bases attack Iran
Q4,813,2041603215238594608,9,7.150834500392843,US bases attack Iran
Q4,2024,2048295937877913884,10,7.150077444964259,US bases attack Iran
Q4,1212,2044561681259332038,11,7.0512329565090806,US bases attack Iran
Q4,150,1937191397657821586,12,6.954367928741992,US bases attack Iran
Q4,1074,2043334979820675327,13,6.954367928741992,US bases attack Iran
Q4,1210,2044558953883844890,14,6.954367928741992,US bases attack Iran
Q4,1211,2044559952836973032,15,6.954367928741992,US bases attack Iran
Q4,660,2040772082955595961,16,6.920119266887514,US bases attack Iran
Q4,587,2039702175493013817,17,6.8463865023385555,US bases attack Iran
Q4,654,2040754946946285878,18,6.773873090496469,US bases attack Iran
Q4,577,2039510695180468416,19,6.732853088199319,US bases attack Iran
Q4,1061,2043275331604234371,20,6.685860975184701,US bases attack Iran
Q4,1173,2044270455406596394,21,6.679108808451747,US bases attack Iran
Q4,1123,2043729009272660318,22,6.677816128155281,US bases attack Iran
Q4,204,2011588435195085209,23,6.673849115219049,US bases attack Iran
Q4,808,2041583862732747089,24,6.6514768191226485,US bases attack Iran
Q4,1182,2044345792069013761,25,6.592134920120473,US bases attack Iran
Q4,625,2040366837419171895,26,6.507397024930419,US bases attack Iran
Q4,1174,2044272929626575080,27,6.507397024930419,US bases attack Iran
Q4,369,2031905602104856771,28,6.4196653066383655,US bases attack Iran
Q4,663,2040799039826882648,29,6.344292950866444,US bases attack Iran
Q4,816,2041626099197550693,30,6.3333956304239525,US bases attack Iran
Q4,2098,2048579620564598852,31,6.259166746213499,US bases attack Iran
Q4,666,2040838004424708259,32,6.247597178896053,US bases attack Iran
Q4,767,2041476728434897342,33,6.197338311843814,US bases attack Iran
Q4,1235,2044799077099962436,34,6.187574924521216,US bases attack Iran
Q4,1007,2042907173387415818,35,6.160380523482449,US bases attack Iran
Q4,1010,2042949435945009593,36,6.160380523482449,US bases attack Iran
Q4,1014,2042960919446372739,37,6.160380523482449,US bases attack Iran
Q4,1045,2043211582352634038,38,6.160380523482449,US bases attack Iran
Q4,1046,2043220781824618698,39,6.160380523482449,US bases attack Iran
Q4,622,2040349498388427212,40,6.136842752552689,US bases attack Iran
Q4,762,2041472013743599651,41,6.133302289658654,US bases attack Iran
Q4,574,2039382820175671335,42,6.1032769921645595,US bases attack Iran
