qid,docid,docno,rank,score,query
Q4,1010,2042949435945009593,45,5.694029968605662,US bases attack Iran
Q4,1014,2042960919446372739,46,5.694029968605662,US bases attack Iran
Q4,1045,2043211582352634038,47,5.694029968605662,US bases attack Iran
Q4,1046,2043220781824618698,48,5.694029968605662,US bases attack Iran
Q4,1469,2046363161402749057,49,5.682131838185392,US bases attack Iran
Q4,767,2041476728434897342,50,5.670169143487277,US bases attack Iran
Q4,622,2040349498388427212,51,5.65745556768345,US bases attack Iran
Q4,1233,2044779117271544222,52,5.567688940694267,US bases attack Iran
Q4,978,2042503471409082471,53,5.558297524412328,US bases attack Iran
Q4,574,2039382820175671335,54,5.55322892260635,US bases attack Iran
Q4,1224,2044696673465565200,55,5.547992871901021,US bases attack Iran
Q4,614,2040167014103420981,56,5.524846739439677,US bases attack Iran
Q4,935,2042238848487620898,57,5.502455415450274,US bases attack Iran
Q4,951,2042302858930885047,58,5.502455415450274,US bases attack Iran
Q4,1176,2044294073939316898,59,5.491076499790149,US bases attack Iran
Q4,1187,2044394373178171793,60,5.491076499790149,US bases attack Iran
Q4,1194,2044446007568519637,61,5.491076499790149,US bases attack Iran
Q4,966,2042356295278202949,62,5.4910407973667255,US bases attack Iran
Q4,954,2042321356096704606,63,5.460064453537248,US bases attack Iran
Q4,1138,2043796366342705288,64,5.405716731223482,US bases attack Iran
Q4,711,2041174137926811788,65,5.321905318167815,US bases attack Iran
Q4,712,2041174253706572123,66,5.321905318167815,US bases attack Iran
Q4,277,2027800204225749004,67,5.31821817183738,US bases attack Iran
Q4,281,2027836756066779496,68,5.31821817183738,US bases attack Iran
Q4,584,2039668667571437732,69,5.314913871235261,US bases attack Iran
Q4,260,2027691404617785640,70,5.274267357899128,US bases attack Iran
Q4,615,2040209798050853276,71,5.266785887800581,US bases attack Iran
Q4,535,2038374231348539550,72,5.2271234063923275,US bases attack Iran
Q4,618,2040317285567693027,73,5.223765525848457,US bases attack Iran
Q4,1181,2044335141699609006,74,5.205456540630098,US bases attack Iran
Q4,687,2041071249254764643,75,5.178280366396061,US bases attack Iran
Q4,1157,2044027456248787389,76,5.177982600954857,US bases attack Iran
Q4,1175,2044287954894340375,77,5.138826892479152,US bases attack Iran
Q4,284,2028168447515828293,78,5.12977540649156,US bases attack Iran
Q4,611,2040118894267076650,79,5.093797538562059,US bases attack Iran
Q4,1936,2048050532896723098,80,5.073179526449004,US bases attack Iran
Q4,626,2040369758529347615,81,5.046060994118911,US bases attack Iran
Q4,1150,2043882223728791918,82,5.046060994118911,US bases attack Iran
Q4,318,2029738107889762388,83,5.0019591273767,US bases attack Iran
Q4,616,2040267376566878712,84,4.9968997667837325,US bases attack Iran
Q4,258,2027673156136407536,85,4.994882969777174,US bases attack Iran
Q4,264,2027703830788383048,86,4.994882969777174,US bases attack Iran
Q4,265,2027704187673276537,87,4.994882969777174,US bases attack Iran
Q4,476,2036273723724935319,88,4.964150496089346,US bases attack Iran
Q4,1192,2044413844357820500,89,4.964150496089346,US bases attack Iran
Q4,2124,2048678283605151794,90,4.964150496089346,US bases attack Iran
Q4,131,1934644930758213759,91,4.940607407547639,US bases attack Iran
Q4,2335,2048874836483563938,92,4.88916363323135,US bases attack Iran
Q4,567,2039331052578340908,93,4.877162726384967,US bases attack Iran
Q4,581,2039598713476465113,94,4.8605087433724075,US bases attack Iran
Q4,1756,2047270750164492555,95,4.8323795841104875,US bases attack Iran
Q4,992,2042672833092870648,96,4.810606076168743,US bases attack Iran
Q4,1124,2043735749569458182,97,4.810293978588645,US bases attack Iran
Q4,1146,2043861041239732242,98,4.810293978588645,US bases attack Iran
Q4,2176,2048842095763554493,99,4.773852239183382,US bases attack Iran
Q5,1054,2043249009490571292,0,5.834307409224946,Iran regime collapse
Q5,1193,2044433130241540567,1,5.801149205411109,Iran regime collapse
